date,T2M,RH2M,WS2M,WD2M,ALLSKY_KT,GWETTOP,EVLAND,PS,PRECIPITATIONCAL,MEI,PC1,PC2,amplitude
06-03-2015,28.04,45,1.36,118.31,0.55,0.34,7.44,98.49,0.18,0.13,-0.63392,1.48645,1.61598
07-03-2015,28.93,37.5,0.79,65.94,0.59,0.31,7.24,98.39,0,0.13,-0.78881,1.59916,1.78313
08-03-2015,29.23,46.69,1.67,149.38,0.57,0.33,8.91,98.42,13.59,0.13,-0.94254,1.67623,1.92305
09-03-2015,26.41,66.94,1.38,213,0.27,0.59,31.02,98.66,5.37,0.13,-1.09805,1.70297,2.02628
10-03-2015,27.51,55.56,1.32,109.94,0.46,0.52,24.44,98.61,0.06,0.13,-1.25954,1.66513,2.08784
11-03-2015,27.75,48.88,1.41,68.56,0.63,0.5,22.75,98.58,0.04,0.13,-1.43119,1.54777,2.10806
12-03-2015,27.43,50.12,1.7,115.12,0.63,0.48,21.55,98.6,0,0.13,-1.61435,1.33241,2.09319
13-03-2015,28.21,46.12,1.24,105.25,0.63,0.45,19.31,98.49,0.01,0.13,-1.79994,0.99246,2.05543
14-03-2015,28.12,41.94,1.93,156.25,0.66,0.41,15.88,98.5,0,0.13,-1.9494,0.49708,2.01178
15-03-2015,28.08,38.81,3.36,176.5,0.69,0.38,12.35,98.43,0.16,0.13,-1.97629,-0.13918,1.98118
16-03-2015,28.86,39.19,1.85,186.56,0.64,0.34,10.17,98.48,0,0.13,-1.81721,-0.7849,1.97947
17-03-2015,30.02,38.44,1.17,116.44,0.65,0.32,8.08,98.36,0.14,0.13,-1.53338,-1.30564,2.01394
18-03-2015,30.08,39.75,1.55,100.44,0.62,0.3,5.44,98.2,0,0.13,-1.21584,-1.68811,2.08038
19-03-2015,30.51,33.19,1.71,32,0.63,0.28,5.51,98.27,0,0.13,-0.90709,-1.96584,2.16503
20-03-2015,29.69,33.12,1.27,110.06,0.6,0.27,3.79,98.4,0,0.13,-0.61989,-2.16247,2.24956
21-03-2015,31.08,29.38,1.21,67.44,0.62,0.26,4.02,98.45,0,0.13,-0.35714,-2.28845,2.31616
22-03-2015,31.83,24.94,1.18,53.06,0.64,0.24,3.84,98.32,0,0.13,-0.11866,-2.34771,2.35071
23-03-2015,32.19,22.88,1.2,80.62,0.62,0.23,3,98.12,0,0.13,0.09686,-2.34231,2.34431
24-03-2015,32.84,22.25,1.17,108,0.65,0.23,3.04,98.05,0,0.13,0.29108,-2.27507,2.29362
25-03-2015,31.8,28.94,1.27,104.38,0.66,0.21,2.36,98.16,0,0.13,0.46544,-2.15072,2.2005
26-03-2015,31.69,36.25,1.98,141.31,0.6,0.21,1.96,98.31,0,0.13,0.62072,-1.97613,2.07132
27-03-2015,31.37,37.94,2.63,160.5,0.61,0.21,2.72,98.37,0,0.13,0.75679,-1.76005,1.91586
28-03-2015,31.43,34.44,2.92,160.62,0.63,0.23,3.41,98.22,0.02,0.13,0.87233,-1.51243,1.74597
29-03-2015,32.34,35.5,2.56,195.38,0.48,0.22,2.51,98.08,0.02,0.13,0.96493,-1.24366,1.5741
30-03-2015,30.24,37.38,2.75,203.12,0.23,0.22,1.89,98.13,0.87,0.13,1.03125,-0.96383,1.41154
31-03-2015,30.44,43.19,2.41,175.44,0.59,0.22,1.48,98.18,0,0.13,1.06724,-0.68221,1.26665
01-04-2015,32.33,38.31,2.16,192.44,0.62,0.21,1.92,98.03,0.02,0.35,1.06897,-0.40639,1.14361
02-04-2015,32.98,34.12,2.59,242.31,0.64,0.21,1.85,97.88,0,0.35,1.03185,-0.14488,1.04197
03-04-2015,33.2,22.44,1.95,245.88,0.66,0.2,2.04,97.75,0,0.35,0.95327,0.09423,0.95792
04-04-2015,33.12,21,1.59,299.62,0.71,0.2,2.03,97.6,0,0.35,0.83361,0.30185,0.88657
05-04-2015,32.47,20.5,1.22,265.44,0.7,0.19,1.74,97.73,0,0.35,0.67831,0.46827,0.82424
06-04-2015,33.3,30.12,1.78,191.81,0.64,0.18,2.06,97.74,0,0.35,0.49947,0.58558,0.76966
07-04-2015,33.45,38,3.71,171.38,0.64,0.23,6.09,97.81,8.76,0.35,0.31443,0.65182,0.7237
08-04-2015,31.19,40.88,3.3,152.69,0.59,0.34,11.87,98.05,0.15,0.35,0.14115,0.67327,0.68791
09-04-2015,31.16,41.19,2.27,186.44,0.64,0.33,7.4,98.12,0,0.35,-0.00651,0.66269,0.66273
10-04-2015,32.6,35.75,1.99,170.19,0.62,0.3,8.42,98.07,2.49,0.35,-0.12067,0.63517,0.64653
11-04-2015,31.01,41.06,1.9,137.25,0.27,0.35,13.33,98.17,15.39,0.35,-0.19863,0.60447,0.63627
12-04-2015,27.75,56.5,0.93,102.38,0.19,0.5,22.32,98.42,15.49,0.35,-0.24123,0.58124,0.62932
13-04-2015,25.69,67.5,1.75,174.44,0.59,0.62,35.56,98.43,3.6,0.35,-0.25173,0.57251,0.6254
14-04-2015,27.26,55.25,1.68,172.94,0.37,0.52,29.45,98.27,0.12,0.35,-0.23499,0.58174,0.6274
15-04-2015,28.17,54,1.73,133.31,0.66,0.5,26.86,98.34,0.01,0.35,-0.19706,0.60927,0.64034
16-04-2015,29.07,55.38,1.2,112.06,0.59,0.48,22.91,98.45,0,0.35,-0.14479,0.65284,0.6687
17-04-2015,30.47,48,1.51,210.12,0.69,0.45,22.98,98.17,0,0.35,-0.08542,0.70825,0.71338
18-04-2015,32.57,37.12,1.05,150.88,0.7,0.42,22.96,97.87,0,0.35,-0.02616,0.77007,0.77051
19-04-2015,33.19,36.88,1.45,224.44,0.69,0.38,19.7,97.87,0,0.35,0.02621,0.83234,0.83275
20-04-2015,33.62,38.69,2.11,181.56,0.7,0.35,15.25,98,0,0.35,0.06578,0.88922,0.89165
21-04-2015,33.92,38.06,2.61,206.88,0.7,0.32,11.19,97.95,0,0.35,0.08794,0.93548,0.93961
22-04-2015,34.18,36.62,2.8,255.06,0.62,0.3,8.07,97.84,8.06,0.35,0.08969,0.96681,0.97097
23-04-2015,34.07,35.25,2.71,253.81,0.63,0.29,7.52,97.88,1.08,0.35,0.06996,0.97997,0.98246
24-04-2015,33.58,38,2.45,226.56,0.61,0.34,14.55,97.9,0.41,0.35,0.02979,0.97278,0.97324
25-04-2015,33.19,41.12,2.62,178.12,0.63,0.32,9.9,97.84,0.22,0.35,-0.02761,0.94406,0.94446
26-04-2015,31.73,48.25,3.52,156.19,0.65,0.41,25.51,98,1.45,0.35,-0.097,0.89348,0.89873
27-04-2015,32.46,46.56,2.87,194.75,0.66,0.45,28.34,98.03,0,0.35,-0.17141,0.82154,0.83924
28-04-2015,33.87,38.44,2.84,244.75,0.66,0.38,17.73,97.85,0,0.35,-0.24274,0.72961,0.76893
29-04-2015,34.45,33.06,1.85,221.44,0.66,0.33,13,97.75,0,0.35,-0.30246,0.62001,0.68985
30-04-2015,34.65,34.31,2.98,222.62,0.63,0.3,7.67,97.83,0,0.35,-0.3445,0.49631,0.60415
01-05-2015,34.4,33.81,2.09,198.06,0.66,0.27,6.33,97.79,0,0.96,-0.35892,0.36039,0.50863
02-05-2015,35.08,35.75,2.59,207.88,0.62,0.26,5.42,97.75,0,0.96,-0.34263,0.21941,0.40686
03-05-2015,34.7,37.5,3.23,166.62,0.61,0.24,3.8,97.83,0.67,0.96,-0.29483,0.07871,0.30516
04-05-2015,34.01,42.38,3.34,147.94,0.61,0.23,2.93,97.95,0,0.96,-0.21829,-0.05705,0.22562
05-05-2015,34.6,36.25,2.21,153.31,0.65,0.23,3.32,97.92,0,0.96,-0.11896,-0.18444,0.21947
06-05-2015,35.16,33.06,2.48,155.88,0.58,0.22,2.92,97.79,0.07,0.96,-0.00516,-0.30126,0.3013
07-05-2015,35.67,31.19,2.17,164.88,0.66,0.21,2.97,97.84,0,0.96,0.11338,-0.40618,0.42171
08-05-2015,35.94,28.75,2.12,216.69,0.66,0.2,2.48,97.71,0.04,0.96,0.22648,-0.49821,0.54728
09-05-2015,35.19,28.62,2.77,199.94,0.56,0.2,1.56,97.58,0.1,0.96,0.32444,-0.57626,0.66131
10-05-2015,33.41,36.88,2.3,167.81,0.48,0.19,0.76,97.72,0.49,0.96,0.39875,-0.63898,0.75319
11-05-2015,33.84,35.06,2.84,170.06,0.44,0.19,0.89,97.86,0.12,0.96,0.44278,-0.68501,0.81566
12-05-2015,34.33,27.5,2.09,246.31,0.59,0.19,1.26,97.89,0,0.96,0.45215,-0.71345,0.84466
13-05-2015,35.71,27.12,2.62,183.62,0.51,0.18,1.98,97.78,0,0.96,0.42494,-0.72454,0.83996
14-05-2015,35.08,32,1.9,181.56,0.59,0.18,1.4,97.89,0,0.96,0.36165,-0.72024,0.80594
15-05-2015,34.12,39.62,2.32,202.12,0.53,0.23,5.14,97.96,3.08,0.96,0.26514,-0.70438,0.75263
16-05-2015,32.82,47.31,1.76,134,0.59,0.35,11.82,97.78,0.01,0.96,0.14054,-0.68205,0.69638
17-05-2015,34.19,43.06,2.66,146.75,0.67,0.32,10.16,97.54,0,0.96,-0.0047,-0.65842,0.65844
18-05-2015,35.87,38.69,2.58,171.19,0.64,0.28,7.43,97.45,0,0.96,-0.16082,-0.63741,0.65738
19-05-2015,37.69,28.06,3.2,194.94,0.66,0.26,6.31,97.39,0,0.96,-0.31617,-0.62107,0.69692
20-05-2015,38.3,23,3.62,150.19,0.67,0.23,4.85,97.36,0,0.96,-0.45789,-0.61008,0.7628
21-05-2015,38.83,20.62,2.38,302.81,0.69,0.22,4.14,97.39,0,0.96,-0.57308,-0.60486,0.83323
22-05-2015,38.96,18.44,3.59,325.81,0.7,0.2,3.41,97.33,0,0.96,-0.65,-0.60668,0.88914
23-05-2015,38.49,19.88,4.08,312.62,0.7,0.2,2.46,97.32,0,0.96,-0.67918,-0.61812,0.91835
24-05-2015,37.35,21,4.34,305.5,0.71,0.19,1.95,97.46,0,0.96,-0.65433,-0.64274,0.9172
25-05-2015,37.42,21.69,3.92,302.44,0.66,0.18,1.48,97.46,0,0.96,-0.57278,-0.68421,0.89231
26-05-2015,38.38,22.44,4.45,320.25,0.66,0.17,1.49,97.45,0,0.96,-0.43557,-0.745,0.86298
27-05-2015,38.21,23.94,3.45,163,0.62,0.16,1.15,97.44,0.85,0.96,-0.24697,-0.82504,0.86121
28-05-2015,37.22,31.69,2.93,154.31,0.65,0.16,1.12,97.39,0,0.96,-0.0138,-0.9205,0.9206
29-05-2015,38.05,25.81,2.79,177.12,0.66,0.16,1.56,97.38,0.23,0.96,0.25549,-1.02297,1.05439
30-05-2015,37.54,29.5,3.53,250.69,0.64,0.16,0.99,97.48,0,0.96,0.55119,-1.11936,1.2477
31-05-2015,36.77,30.31,3.77,187.69,0.62,0.16,0.9,97.38,0.87,0.96,0.86212,-1.19297,1.47188
01-06-2015,33.65,46.62,3.8,150.5,0.27,0.21,2.39,97.47,4.05,1.85,1.1744,-1.22627,1.69793
02-06-2015,34.72,36.75,3.05,150.31,0.59,0.23,4.63,97.53,4.69,1.85,1.47017,-1.20531,1.90109
03-06-2015,34.62,40.31,2.56,134.56,0.6,0.24,3.72,97.55,0.02,1.85,1.72811,-1.12427,2.06164
04-06-2015,34.02,42.06,2.81,171.19,0.56,0.25,3.44,97.6,2.22,1.85,1.92715,-0.98681,2.16511
05-06-2015,32.13,50.88,2.33,215.12,0.55,0.31,7.56,97.73,0.08,1.85,2.0516,-0.80246,2.20295
06-06-2015,32.94,48.25,3.27,198.06,0.32,0.32,7.98,97.55,0.42,1.85,2.09443,-0.58092,2.1735
07-06-2015,31.95,54.81,3.55,209.06,0.34,0.37,12.07,97.55,2.72,1.85,2.05712,-0.32847,2.08318
08-06-2015,31.95,54.56,3.05,217.5,0.52,0.36,11.32,97.64,16.98,1.85,1.94772,-0.04807,1.94831
09-06-2015,32.46,49,3.57,243.44,0.31,0.34,7.4,97.67,2.66,1.85,1.77858,0.25848,1.79726
10-06-2015,34.58,41.88,3.19,279.75,0.61,0.3,7.21,97.48,0,1.85,1.5644,0.58819,1.67132
11-06-2015,31.66,55.81,2.81,273.38,0.62,0.29,2.34,97.55,1.12,1.85,1.32056,0.93527,1.61821
12-06-2015,31.14,57.94,2.4,262.31,0.49,0.33,6.52,97.6,7.49,1.85,1.06165,1.29054,1.67111
13-06-2015,29.46,66.25,3.62,242.25,0.53,0.52,26.87,97.51,2.25,1.85,0.80025,1.64163,1.82629
14-06-2015,27.96,75.81,2.52,270.81,0.25,0.61,26.04,97.49,4.26,1.85,0.54595,1.97382,2.04794
15-06-2015,28.12,74.25,2.62,292.44,0.36,0.65,31.25,97.45,17.7,1.85,0.30496,2.27137,2.29175
16-06-2015,28.66,71,3.52,299.62,0.26,0.6,29.39,97.37,10.98,1.85,0.07998,2.51885,2.52012
17-06-2015,28.17,75.56,3.2,299.5,0.3,0.59,21.91,97.26,1.59,1.85,-0.12938,2.70263,2.70573
18-06-2015,28.25,73.75,4.18,292.25,0.4,0.61,30.6,97.19,17.27,1.85,-0.32596,2.81205,2.83088
19-06-2015,28.16,73.5,5.49,296.19,0.32,0.62,29.29,97.13,10,1.85,-0.51409,2.84025,2.8864
20-06-2015,26.74,80.38,5.95,286.25,0.12,0.78,37,96.98,35.36,1.85,-0.69864,2.78468,2.87098
21-06-2015,26.68,79.88,5.71,261.38,0.16,0.78,43.24,96.97,15.86,1.85,-0.884,2.64707,2.79077
22-06-2015,27.2,72.62,5.43,251.19,0.28,0.69,40.13,97.14,4.43,1.85,-1.07318,2.43309,2.65926
23-06-2015,28.64,69.62,4.22,244.81,0.44,0.65,41.44,97.34,0.47,1.85,-1.26697,2.15167,2.49698
24-06-2015,29.48,68.25,4.55,249.75,0.4,0.62,45.23,97.42,0.04,1.85,-1.46333,1.81408,2.33071
25-06-2015,29.87,65.06,4.83,255.31,0.45,0.61,44.72,97.35,0.07,1.85,-1.65698,1.43306,2.19071
26-06-2015,30.01,65.44,4.43,282,0.47,0.61,50.83,97.31,0.86,1.85,-1.83939,1.02214,2.10431
27-06-2015,29.55,68.75,4.02,292.88,0.48,0.62,46.57,97.4,0.13,1.85,-1.99935,0.59545,2.08613
28-06-2015,30.25,67,3.07,263.56,0.46,0.59,40.57,97.65,0,1.85,-2.12442,0.16806,2.13105
29-06-2015,29.78,68.81,2.14,264.62,0.51,0.59,30.52,97.79,1.97,1.85,-2.20327,-0.24342,2.21667
30-06-2015,29.87,68.19,2.52,234.31,0.54,0.61,41.93,97.75,1.45,1.85,-2.22852,-0.62083,2.31339
01-07-2015,28.75,74.38,1.82,285.5,0.54,0.63,31.28,97.84,45.98,1.73,-2.19875,-0.94616,2.39368
02-07-2015,28.93,72.25,2.24,286,0.41,0.61,38.97,97.88,0.51,1.73,-2.11804,-1.20479,2.43672
03-07-2015,28.71,68.44,2.59,283.94,0.51,0.59,27.51,97.82,0,1.73,-1.99316,-1.38895,2.42938
04-07-2015,29.83,63.31,3.84,301.69,0.58,0.58,37.8,97.7,0,1.73,-1.83017,-1.49918,2.36581
05-07-2015,30.26,61.69,4.16,303.5,0.62,0.56,39.57,97.55,0,1.73,-1.63244,-1.54358,2.24666
06-07-2015,30.79,56.38,5,297.25,0.58,0.55,40.88,97.44,0.11,1.73,-1.40104,-1.53562,2.07871
07-07-2015,30.25,57.62,4.17,289,0.59,0.54,35.9,97.37,0,1.73,-1.1364,-1.4915,1.87509
08-07-2015,30.27,61.25,3.85,292.5,0.46,0.54,31.03,97.43,0.06,1.73,-0.84029,-1.42778,1.65669
09-07-2015,30.72,58.38,4.98,298.62,0.45,0.53,33.99,97.45,0,1.73,-0.51741,-1.35935,1.45449
10-07-2015,29.26,65.62,3.55,281.62,0.29,0.54,21.03,97.27,0.77,1.73,-0.17609,-1.2979,1.3098
11-07-2015,30.42,63.06,3.41,232.12,0.52,0.55,32.61,97.32,0.26,1.73,0.1718,-1.25093,1.26267
12-07-2015,30.01,66.81,2.51,217.44,0.57,0.58,36.36,97.52,0.02,1.73,0.51168,-1.22122,1.32408
13-07-2015,29.87,69.31,1.93,273.69,0.48,0.55,22.79,97.56,3.64,1.73,0.82763,-1.20703,1.46352
14-07-2015,29.56,70.56,2.31,293.06,0.44,0.59,26.52,97.43,3.64,1.73,1.10401,-1.20273,1.63261
15-07-2015,28.31,74.31,3.18,269.25,0.53,0.62,26.98,97.28,6.4,1.73,1.3271,-1.19996,1.78916
16-07-2015,29.64,64.44,2.89,265.62,0.52,0.56,26.97,97.11,0.41,1.73,1.48642,-1.18893,1.90342
17-07-2015,30.54,60.81,3.33,276.69,0.52,0.55,34.21,97.16,3.24,1.73,1.57566,-1.16005,1.95664
18-07-2015,28.98,71.25,3.07,241.56,0.48,0.62,34.21,97.31,3.27,1.73,1.59305,-1.10529,1.93894
19-07-2015,28.69,72.12,3.14,278.88,0.36,0.61,35.41,97.27,1.48,1.73,1.54113,-1.01938,1.84776
20-07-2015,28.53,68.06,4.11,280.62,0.35,0.61,40.55,97.24,1.37,1.73,1.42612,-0.90058,1.68667
21-07-2015,28.55,72.62,3.31,272.56,0.47,0.62,37.24,97.25,4.96,1.73,1.25709,-0.75084,1.46425
22-07-2015,28.51,75.75,3.07,249.31,0.34,0.69,43.54,97.37,2.7,1.73,1.04515,-0.57534,1.19305
23-07-2015,27.95,77.44,2.61,237.06,0.4,0.69,35.97,97.49,11.63,1.73,0.80279,-0.38159,0.88887
24-07-2015,27.74,79,2.47,236.12,0.55,0.75,46.89,97.67,0.62,1.73,0.54338,-0.17814,0.57184
25-07-2015,28.42,71.88,2.81,245.12,0.55,0.65,44.39,97.58,1.54,1.73,0.28072,0.02641,0.28196
26-07-2015,27.87,73.88,2.59,240.12,0.52,0.64,40.58,97.64,10.99,1.73,0.02841,0.22412,0.22591
27-07-2015,28.83,67.62,2.71,277.94,0.59,0.61,46.73,97.76,0.4,1.73,-0.20078,0.4079,0.45463
28-07-2015,29.33,62.38,3.09,276.06,0.62,0.59,50.35,97.76,0.1,1.73,-0.39558,0.57148,0.69503
29-07-2015,29.41,62.12,3.36,286.19,0.6,0.58,47.95,97.69,0.08,1.73,-0.54681,0.70943,0.89571
30-07-2015,29.35,64.88,3.3,291.88,0.51,0.57,43.22,97.71,0.27,1.73,-0.64773,0.81723,1.04279
31-07-2015,29.38,65.62,3.12,300.44,0.52,0.57,36.44,97.7,0,1.73,-0.69422,0.89141,1.12985
01-08-2015,29.25,66.06,2.82,266.31,0.52,0.56,35.1,97.83,0.02,1.92,-0.68583,0.92955,1.15518
02-08-2015,29.08,67.75,2.72,323.44,0.49,0.57,36.03,97.83,0.1,1.92,-0.62534,0.93036,1.12099
03-08-2015,28.5,69.06,2.95,308.88,0.45,0.57,32.93,97.69,15.57,1.92,-0.51921,0.89356,1.03346
04-08-2015,27.37,72,3.64,274.25,0.27,0.59,29.59,97.58,0.99,1.92,-0.37737,0.82013,0.90279
05-08-2015,27.96,69.06,3.95,268.38,0.4,0.57,38.51,97.49,0.06,1.92,-0.2126,0.71251,0.74355
06-08-2015,27.6,70.12,2.98,284.44,0.26,0.56,32.33,97.5,0.22,1.92,-0.03946,0.57502,0.57637
07-08-2015,29.44,67.19,2.68,299.5,0.37,0.56,36.73,97.46,0,1.92,0.12721,0.41413,0.43322
08-08-2015,28.47,78.19,2.05,303,0.23,0.63,36.02,97.46,1.73,1.92,0.27376,0.23833,0.36296
09-08-2015,28.4,76.38,2.73,302.19,0.32,0.59,31.03,97.31,4.15,1.92,0.3892,0.05776,0.39347
10-08-2015,28.8,76.31,2.22,315.81,0.44,0.62,37.27,97.29,7.25,1.92,0.46631,-0.11661,0.48067
11-08-2015,27.75,84.25,2.71,306.31,0.38,0.67,28.25,97.45,54.98,1.92,0.50218,-0.27401,0.57207
12-08-2015,25.86,88.38,3.89,279.25,0.27,0.75,29.4,97.53,24.47,1.92,0.4983,-0.40496,0.64211
